Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
81231.0,-0.582629148,0.94901892,-0.138486586,-1.266682334,2.410341897,3.350199147,0.110248116,0.946797587,-0.33095344,0.057742695,-0.157276577,-0.235733715,-0.054257024,0.220345466,1.0559999,0.506530003,-0.900154938,0.081563083,0.356917617,0.343693406,-0.312816551,-0.925789103,-0.04895163,0.979691328,0.015125202,0.091089606,0.374962006,0.173923742,3.56,0
132946.0,-8.678816984,7.570780227,-6.947352463,-2.137208857,-3.022015244,-2.098843176,-2.288684146,4.304186199,2.421851814,4.774908892,-0.720423162,1.397925616,-1.303770507,2.670905575,-0.663378342,0.344671766,0.801048007,0.348629854,-0.504992307,1.776941396,-0.047418016,0.280372312,0.511718561,-0.560822967,1.038745775,0.17557274,1.076691472,0.512776086,1.46,0
150138.0,-2.150855045,2.187916628,-3.430515892,0.119476214,-0.173210022,0.290699944,-2.80898762,-2.679350506,-0.556684933,-4.485482704,1.903999262,-2.644219451,-0.982272877,-4.691150855,-0.693079752,-2.553250783,-3.483436267,-0.064852386,1.490328763,0.532145422,-0.073205306,0.561496277,-0.075034262,-0.437619179,0.353840756,-0.521338536,0.14446486,0.026588115,50.0,1
57007.0,-1.271244192,2.462675269,-2.851395003,2.324480065,-1.37224489,-0.948195687,-3.065234362,1.166926948,-2.268770588,-4.881142927,2.255147489,-4.686386898,0.652374669,-6.174288348,0.594379608,-4.849692387,-6.536520735,-3.119093882,1.71549442,0.560478076,0.652941051,0.081930976,-0.221347831,-0.523582159,0.224228162,0.756334523,0.632800477,0.250187093,0.01,1
75428.0,-0.778219069,0.124783062,2.222766948,-1.069354909,-0.298424135,-0.467586484,0.353424377,0.018926858,0.479371471,-0.490477001,1.001710994,0.738174342,-0.380213097,-0.508841373,-1.240004965,0.241264739,-0.597695022,0.176109622,-0.296441474,0.199607555,0.131372374,0.676743462,-0.143785575,0.619202588,-0.21077101,0.933302906,0.102262612,-0.049243102,35.0,0
166191.0,2.081889232,-1.076895277,0.106031345,-0.356193609,-1.339528963,0.307769654,-1.557516261,0.202183868,0.734492832,0.617710077,-1.478358527,-0.01075927,0.565341082,-0.59175004,0.961819574,-0.822531047,-0.628700777,2.047503573,-1.111318288,-0.571371644,-0.143834151,0.23931957,0.278651364,0.438444408,-0.412527847,-0.285053189,0.093715036,-0.013578682,10.0,0
154374.0,-1.31953454,-1.37351039,1.668336982,-2.578652895,-1.17755694,-0.132666049,-1.919322915,-2.647188679,-1.181332402,0.284247378,-1.738824021,-1.884935914,-1.590664012,-0.511995415,-0.450306782,0.311292526,0.131205397,0.643760442,-1.043869691,0.035006029,-1.467461499,0.571146378,0.685591986,-0.131868736,-0.540714022,-0.372505897,0.121002597,-0.115229655,59.78,0
154916.0,0.371828481,-0.407062672,-0.708617859,-2.618718173,0.036344702,-0.800981765,0.675251239,-0.340708416,-2.761436806,1.108813864,0.174833602,-0.643714008,0.082908082,0.113729117,-1.841751298,-1.014115396,0.349135939,0.225429894,0.214996912,-0.318185432,0.089735569,0.655208321,-0.194292802,-0.447962207,0.164875225,0.045478237,0.009921129,0.005704245,60.0,0
120911.0,1.97568869,-1.293862435,-0.57787876,-0.634906689,-1.291109052,-0.721043705,-0.819663573,-0.072337186,0.336927597,0.632371581,-1.081354602,-0.904613242,-1.113438923,-0.252194154,-0.269093667,0.945802561,0.486176656,-1.7592057,0.846244486,0.048609911,-0.169992613,-0.665180289,0.359317674,-0.148276716,-0.561060642,-0.570778319,-0.013023707,-0.031125044,101.41,0
122418.0,2.137111044,0.10861125,-2.485184173,0.095643092,0.813603125,-1.393025557,0.873599245,-0.508568228,-0.296727485,0.415172437,0.584587176,0.505769062,-0.605928419,1.078542883,-0.88287614,-0.48555263,-0.411502615,-0.114187314,0.507494798,-0.248725538,0.281202951,0.957461974,-0.215146699,-0.226720197,0.619023745,1.019974909,-0.152625316,-0.111940161,2.0,0
51507.0,-1.30233571,1.016358669,1.007046455,-0.127051332,0.43573987,-0.092143158,0.709650484,0.590142412,-1.088294899,-0.861651545,0.710127774,0.155672197,-1.156247559,1.063443792,-0.131576443,0.233566479,-0.427106955,0.128869762,-0.700722688,-0.174480089,0.150090849,0.05944636,-0.262177149,-0.354871087,0.680077505,-0.402172295,-0.111833691,-0.044426546,51.59,0
138664.0,2.020421359,0.116316604,-1.60258394,0.34489804,0.384071281,-0.663526998,0.086554769,-0.102084006,0.21938891,-0.209646902,1.300844002,0.904711147,-0.038938245,-0.639613013,-0.51061269,0.457426099,0.289994392,0.12464453,0.271946518,-0.151599879,-0.300908568,-0.796105552,0.351029557,0.670151622,-0.312450653,0.142610261,-0.066029817,-0.038833434,0.99,0
149148.0,-1.502888732,-0.887739932,0.585543712,-0.752828325,2.474226149,-1.770962154,0.032402633,-0.01154372,-0.0531381,-0.76497832,-1.822916485,-0.437192803,-0.605570663,0.315793508,-0.499940589,0.281542851,-0.769633501,-0.39436833,-0.188429787,0.216058129,-0.137966334,-0.911843427,0.123626426,-0.744836161,-0.082501256,0.138790052,-0.020347312,0.152771497,1.98,0
31394.0,-0.187537728,0.207636937,-0.026369166,-1.331919867,2.040642283,3.601300815,-0.185716122,0.868193654,-1.686241425,0.406086364,-0.596304871,-0.607446008,0.217086126,0.177335677,0.794602416,-1.162091836,-0.687536447,1.973264861,-0.677900139,-0.320326215,-0.208529381,-0.286372192,-0.20725828,0.964870216,0.292494491,-0.277420831,0.097094982,0.061830164,23.66,0
106890.0,-0.488586779,1.253743904,1.452397219,-0.04068386,0.614890648,-0.635744817,1.128724691,-0.37095034,0.366103085,-1.105411381,0.334621023,-1.853778376,3.093988482,1.372708138,-0.607634487,-0.563889967,0.664569873,-0.484912622,0.841502435,0.109173527,-0.415726421,-0.851169955,-0.290851391,-0.030776595,0.417954534,0.41939784,-0.038389392,0.046097395,11.99,0
153250.0,-1.248863887,1.854579679,-0.389679241,-0.372882941,0.497140442,-1.095181978,1.152647176,-0.157956743,-0.694918924,-0.885686078,-0.368710778,0.53798539,1.225781804,-1.039532542,-0.102371952,-0.149033242,0.980111577,-0.352557695,0.365150285,-0.185558292,-0.043620189,-0.282044536,-0.178087881,-0.039851145,-0.004370271,0.511024171,-0.712132994,0.049497425,33.4,0
46444.0,-0.885364059,-0.480033083,1.761078888,-0.250564095,-0.176132282,2.242913099,-0.026219282,0.733164183,-1.40860375,0.093398682,1.562936052,0.817354808,0.247490587,-0.04451918,0.445051361,-2.628890914,0.884181137,0.204641745,-2.229051074,-0.230919103,0.139516812,0.833446853,0.319674334,-1.044267432,-0.437742487,-0.19332507,0.208015903,0.140852961,160.0,0
41116.0,-3.600543504,4.519046947,-6.340883535,6.214767278,-5.829557637,-2.478094956,-9.938411559,2.830086051,-5.659161611,-11.29815649,7.252953227,-14.27509185,0.188903284,-14.55595721,-0.338288547,-12.14654014,-25.16279937,-9.042845151,0.787578808,1.384742762,2.263770356,0.620749345,-0.094068667,0.536719087,0.398142307,0.008276587,2.053524253,0.835749003,3.79,1
164084.0,-0.736676595,-0.762615907,0.903115055,-3.323573827,0.25016147,0.549828857,0.005418225,0.131477916,-2.546617426,0.507453117,-0.362380451,-0.687619938,0.818734813,-0.528794611,-1.382095521,-0.004353151,-0.317394116,0.815826378,-0.131524394,-0.048356983,-0.026205929,0.081975507,-0.349399959,-0.360198877,0.939957922,-0.014437471,-0.017109373,0.039417945,84.0,0
154792.0,-1.530125263,1.763852307,-0.333321395,-0.900766091,0.330220197,-1.035346247,1.091485208,-0.408222924,0.960564823,1.140314095,-1.144111383,-0.068746235,-0.326433619,-0.250341885,-0.596092346,-0.385467463,-0.419246972,-0.74865167,0.027168614,0.198183435,-0.172831946,-0.3331068,0.136544196,-0.120241866,-0.722218499,0.100044911,-0.111332304,0.477032994,10.1,0
169928.0,-0.809194158,0.88793873,0.325268928,0.185912705,-0.440904148,-0.50904875,-0.142350129,0.214690951,1.098340544,-0.367065425,-0.481505255,0.424044558,0.902500995,-1.7343228,1.000051106,0.396956167,0.522390041,0.773072984,0.027215179,0.128872659,0.028454336,0.503251438,0.048380055,-0.102184272,-1.03702015,-0.468858254,0.063010904,0.009545884,39.83,0
60126.0,1.214872411,0.307969625,0.278628885,0.642981278,-0.185160762,-0.603602499,0.006881251,-0.064238914,0.030872046,-0.325988093,0.152765125,0.313114993,0.192869624,-0.256773924,1.347208799,0.186606634,0.273776501,-0.746653388,-0.556363656,-0.115172396,-0.26068152,-0.716148032,0.159803767,0.033516461,0.143169689,0.124258957,-0.006506053,0.027226192,0.89,0
76876.0,-1.298359003,1.079671157,-0.180677931,1.287839084,1.858273479,-2.223695002,0.525166986,-0.096874311,-0.168893374,-2.544410419,0.706999574,-0.835695915,-1.022117317,-4.993991789,-0.455706843,1.315365139,3.639199548,1.623426095,-1.539338832,-0.187571994,-0.332983054,-0.851270428,-0.370799799,0.298241687,0.442929877,-0.522832451,0.000104857,0.135698346,1.0,1
33727.0,1.179993857,0.222008544,0.152578541,0.456383488,0.023346848,-0.088393949,-0.094199361,0.103112377,-0.203973035,-0.159655872,1.554065772,0.882273263,0.145682989,-0.073855162,0.674109897,0.48086875,-0.094941182,-0.139865908,-0.145376765,-0.078915246,-0.226094329,-0.670056373,0.10012563,-0.348969748,0.153307893,0.126407941,-0.012370643,0.015030777,8.7,0
141468.0,-0.412914301,-5.217214936,-2.387402825,-0.211510348,-1.204326962,2.185307709,0.41014474,0.25166216,-0.167758366,0.094713937,0.787618422,0.262454385,-0.055282664,0.067800028,-0.107546441,0.653474316,0.741682063,-2.14185313,0.003051404,2.481890009,0.635400157,-0.963184489,-0.667828274,-0.926655329,-1.093897544,-0.625579332,-0.193644953,0.156753462,1282.49,0
151085.0,1.152834893,-1.498304361,-0.714551932,1.497775258,-0.811126649,0.177352966,-0.070986732,0.101160219,0.790272113,0.165320543,0.36737122,0.490036145,-0.901402293,0.449475084,-0.034856902,0.703061298,-0.904572719,0.580030888,-0.236572996,0.500270975,0.094904412,-0.572360887,-0.015162007,-0.47666249,-0.556723866,-0.972735252,-0.024426973,0.028702529,402.9,0
64858.0,-0.771099272,1.066944988,1.666128748,0.076161118,-0.347219632,-1.283982971,0.635849533,-0.058824921,-0.155837541,0.016972419,0.014631388,-0.130422088,-0.562335609,0.203470428,0.887018075,0.049553278,-0.181545449,-0.47688202,-0.206339667,0.169548358,-0.233120154,-0.555484142,0.135580685,0.879626108,-0.21134208,0.04748651,0.375342327,0.186728361,4.49,0
144890.0,1.31376821,-2.40815137,-1.153886729,-0.479012006,-1.328984076,-0.13609111,-0.400668031,-0.074169629,0.257777052,0.456163851,-1.11339812,-0.848669193,-0.826621429,-0.229691709,-0.19759409,1.027587507,0.439911861,-1.655801663,0.767081746,0.806676988,0.034739277,-0.901943428,0.077007693,0.560367556,-0.656478827,-0.639360489,-0.082984756,0.036714347,451.58,0
172233.0,1.977925229,0.046681721,-1.799789946,0.580448687,0.090641537,-1.466993119,0.251040069,-0.328431227,0.719933403,-0.512186353,-0.423567055,-0.421393234,-0.922499865,-0.636492979,1.060638369,0.224805355,0.586351642,0.575689995,-0.525123559,-0.195651407,0.206917889,0.65591274,-0.035842296,-0.109048696,0.194176491,-0.099025227,-0.010673121,-0.025144759,39.18,0
154994.0,-0.022575526,0.889516055,-0.439390653,-0.741552136,0.855750502,0.235304035,0.729547851,0.026579276,-0.052878907,-0.781324435,0.589120339,0.404662215,0.290215275,-1.32666344,-0.639251453,0.873171044,-0.01187693,0.839317448,-0.017726147,-0.115996357,-0.016402258,-0.063343304,-0.07510887,-0.046940906,-0.417748971,0.293747223,-0.24699073,-0.001843982,46.0,0
141574.0,1.9615878,-0.890489978,-0.5451854,-0.805810285,-0.836464711,-0.090791116,-0.950910851,0.222417618,1.701971926,-0.249577531,0.666105128,0.49332094,-1.241692758,0.193135553,0.190029574,0.235130901,-0.471955165,0.63872756,0.411418454,-0.190693363,0.258664536,0.857021304,0.159004766,0.761892191,-0.323221825,0.747800712,-0.046580286,-0.057074077,22.66,0
139188.0,2.255303937,-1.521049711,-0.75679898,-1.659219845,-1.372931763,-0.33478175,-1.378838772,-0.017602083,-1.182911506,1.736574077,0.163860642,-0.501943467,-0.052542249,-0.273955854,-0.682037903,-0.083181279,0.049629744,0.720778215,0.249554837,-0.431776338,-0.125282749,0.102476282,0.189334134,-0.526102489,-0.269883176,-0.165149225,0.017743382,-0.059348952,22.0,0
71041.0,1.393659902,-1.143268516,0.189586891,-1.354231205,-1.397668591,-0.755521565,-0.804563923,-0.070905188,-1.791150374,1.417077375,-0.429926021,-1.690029977,-1.431682505,0.275779577,0.958365028,-0.631737769,0.948874743,-0.793542806,-0.336972208,-0.392173357,-0.611878141,-1.622015393,0.302765984,-0.069176992,-0.066786685,-0.610308401,0.013268587,0.025264015,59.95,0
75389.0,1.258140939,-1.236787453,0.819497283,-1.223819781,-1.473449382,0.298224325,-1.121155676,0.058235555,1.341397809,-0.556346497,-1.82673349,1.249316505,1.621959066,-1.260060089,-0.798703356,-2.547419906,0.350886981,1.469875949,0.529104748,-0.323729207,-0.3049409,0.101017564,-0.304836051,-0.380091803,0.838526746,-0.368683514,0.14224261,0.039155858,61.9,0
25095.0,1.19239599,1.338973711,-0.678876187,3.123672307,0.643244864,-1.184322994,0.397585526,-0.253498538,0.411134977,-0.859862302,1.124059382,-3.763873848,0.367975967,-0.971757538,-0.013882513,1.457578528,2.611450334,1.29195523,-1.563815227,-0.18545465,-0.377503243,-0.889596748,-0.074207589,0.035445516,0.550577974,-0.027171279,-0.024920621,0.073605399,3.12,1
81542.0,-1.134031317,-0.127518146,1.30056619,0.422762251,-0.910617236,-0.129194486,-0.554573594,0.604524108,-1.004130065,0.374067559,-1.797466969,-0.835756893,-0.537241761,0.176827936,0.583294394,-1.505228533,0.242094778,2.041951404,-0.153427971,-0.098584787,-0.095492845,0.000758567,0.009941752,-0.166281521,-0.047441248,-0.14085901,0.302482808,0.068834806,85.0,0
94362.0,-26.45774465,16.4974719,-30.17731746,8.904156771,-17.89259969,-1.227903881,-31.19732855,-11.43892041,-9.462572605,-22.18708856,4.419996602,-10.59230501,-0.703795804,-3.926207316,-2.400246492,-6.80988994,-12.46231495,-5.501050784,-0.567939573,2.812241109,-8.755698321,3.460893345,0.896537504,0.254835537,-0.738096559,-0.966564234,-7.263482146,-1.324884307,1.0,1
84711.0,-2.71583999,-1.194191057,2.140559543,-0.345250317,-1.308019497,0.401982581,-0.876779201,0.542963483,0.344229807,0.862675356,-0.792495737,-0.561087404,-0.030661212,-1.366044254,-0.126878896,0.234687646,1.257583741,-1.441024738,1.40173129,0.052205117,-0.060346413,1.069882195,0.78038784,0.130389949,0.647793102,0.130729836,0.269836404,0.249932752,94.88,0
74446.0,-0.663330362,2.906768187,-2.441794274,1.306384371,0.738491077,-1.942150969,1.001483719,-0.278409771,0.776615093,0.829077459,1.03989902,-0.122091382,0.740608782,-4.231258762,1.089125528,0.621583568,2.680348112,1.29030257,-0.597712971,0.975132514,-0.370962479,-0.181501965,0.121223555,0.03268123,-0.148809737,-0.431588991,0.436940323,-0.127267439,1.53,0
149128.0,-0.800116626,1.774075077,-0.449703874,-0.47073295,1.255202256,-1.313277786,1.314603196,-0.297820459,-0.573497199,-1.48895236,1.942216002,0.425921071,0.492666024,-2.734558827,-0.057793178,0.788790763,1.406487479,1.780941488,-0.487054182,0.012972389,0.20704202,0.805776263,-0.535709545,-0.115261535,0.263462062,-0.208850309,-0.586966535,-0.323186451,1.0,0
17838.0,-5.187878108,6.967708664,-13.51093114,8.617895141,-11.21442239,0.672247839,-9.462532811,5.328704208,-4.897005528,-11.78681166,9.369079058,-15.09416315,1.256377007,-11.8521613,0.274429814,-10.68824179,-18.38881054,-6.898840133,2.382807936,-0.623737292,2.086083001,0.760190241,0.716805786,-0.64674343,-1.617042926,0.17234689,0.626646781,-0.169726031,766.36,1
149756.0,-0.432481973,1.081980928,0.171094785,-0.321630251,0.306045989,-0.994094898,0.675400371,0.163539003,-0.562084385,-0.777907287,-1.161071631,0.338265905,0.440626703,0.472113013,-0.207837607,-0.183926537,-0.106939858,-0.59744762,0.56998564,-0.157919601,-0.131099244,-0.428635091,0.054797494,-0.092589752,-0.731518744,0.19102854,0.010556604,0.110360402,1.98,0
141491.0,-1.449945724,-0.447275741,1.334716724,3.13558723,0.169010195,0.607548729,-0.721412121,0.960520302,-0.584032562,0.43920906,-2.184633114,-1.164985384,-1.111630952,0.10057378,-0.394940603,1.94770913,-1.143948865,0.937494779,-2.201764673,0.196596386,0.582927532,0.862387295,0.50954115,0.578407198,-1.498594721,-0.278167397,0.154551997,0.070243753,134.63,0
100501.0,-6.985267486,5.151093569,-4.599337773,4.534478601,0.849053979,-0.210701203,-4.425229685,-5.134525156,0.069320573,-0.870997151,5.200815169,-7.80222779,0.033912418,-7.560131972,-1.014651935,-1.507929601,-3.410274568,0.107544007,-1.375517656,-1.246996319,5.453671853,-2.056177144,-0.280333721,0.120771473,0.569357721,0.145971466,0.300193469,1.779363852,0.76,1
130252.0,2.255415266,-1.492639249,-2.897137702,-2.687466452,1.526366061,3.032160578,-1.125134329,0.622149264,-1.910736536,1.669267138,0.025443513,-0.805232785,0.302401051,0.208644108,0.504050722,-0.722782727,0.37396527,-0.549217118,-0.231157616,-0.289857797,-0.290489941,-0.621101139,0.302454351,0.65927062,-0.152725457,-0.296288379,-0.009959691,-0.057181016,52.0,0
125625.0,-1.384549811,-0.484762934,0.751690197,-0.374344808,1.942358682,-1.985024091,0.262269732,-0.3975267,0.265894783,0.01855252,-0.930465263,-0.17548546,-0.519679091,0.032526349,-0.236572869,-0.192199704,-0.464266492,-0.725004859,0.0509678,-0.205391279,-0.349649214,-0.597214853,-0.249760581,0.075004622,-0.619320147,0.113308944,0.245321175,-0.072541159,4.49,0
84472.0,1.346459121,-0.283344055,0.35371182,-1.067651656,-0.401446809,0.009739111,-0.506353701,-0.024065698,1.702845583,-1.119392445,-1.448770876,1.032569327,1.620615679,-0.514637223,1.219094533,-0.100731517,-0.734668103,0.470604063,1.074003437,0.010365889,-0.088089351,0.072528155,-0.225707096,-0.954072469,0.734931895,-0.604518466,0.101073627,0.024141821,1.0,0
72327.0,-4.19873461,0.194120637,-3.917585678,3.920747846,-1.875485747,-2.118932927,-3.61444511,1.687884465,-2.189871136,-4.684233325,4.376906664,-5.007440828,-1.304745078,-6.192475264,1.002404267,-3.316934301,-6.188834152,-1.040412649,1.233044349,1.003350431,0.801312236,-0.183000576,-0.440386862,0.292539412,-0.144967422,-0.251743982,1.249413674,-0.131524644,238.9,1
89256.0,-0.797794187,0.921160896,0.388567641,-0.601918347,0.654999028,-0.780208478,0.97883779,-0.041355014,-0.435663063,-0.695850658,-0.605981114,0.684689102,0.761611178,0.079858465,-0.662886904,-0.445019239,-0.093057454,-0.995922321,-0.069307114,-0.097390041,-0.111383785,-0.269894294,-0.029915459,1.130997851,-0.403141076,0.133851925,-0.326047902,-0.146240099,20.29,0
165866.0,2.06131985,0.105613093,-1.664317632,0.457426305,0.352227862,-0.785023433,0.061536703,-0.227873073,0.893683314,-0.611763522,-0.992812254,0.16518264,0.346071002,-1.111188474,0.532016452,0.300743829,0.353135669,0.377711729,-0.021989492,-0.172100416,-0.095853209,-0.040592447,0.054257295,-0.808141984,0.095217379,-0.294156338,0.020866356,-0.028382232,6.1,0
71025.0,1.236426041,0.193998756,0.160423452,0.513735095,-0.279620533,-0.594337506,-0.119937419,0.044874201,0.009762149,-0.071511339,1.097427938,0.062210412,-1.217278502,0.171066096,0.572790149,0.837052988,-0.294479504,0.47692186,0.224577254,-0.150765672,-0.274072065,-0.893615936,0.093756273,-0.075722562,0.182075944,0.102110783,-0.036483988,0.014188192,1.29,0
